Unnamed: 0.1,Unnamed: 0,Title,Price,Location,Rooms,Area,Floor,District,Street,Price_per_m2,Segment,FloorCategory,AreaCategory
123,123,1-комнатная квартира · 33 м² · 10/10 этаж,22000000,"Наурызбайский р-н, мкр Шугыла, Мкр. Шугыла 340/3",1,33.0,10,Наурызбайский р-н,"мкр Шугыла, Мкр. Шугыла 340/3",666666.6666666666,комфорт,высокий,малая
124,124,3-комнатная квартира · 107 м² · 14/16 этаж,46000000,"Наурызбайский р-н, мкр Шугыла, Жуалы 26",3,107.0,14,Наурызбайский р-н,"мкр Шугыла, Жуалы 26",429906.5420560748,комфорт,высокий,большая
125,125,3-комнатная квартира · 82 м² · 15/16 этаж,41000000,"Наурызбайский р-н, мкр Калкаман-2, Абишева 36/9 — СРОЧНО ТОГР-Ипотека",3,82.0,15,Наурызбайский р-н,"мкр Калкаман-2, Абишева 36/9 — СРОЧНО ТОГР-Ипотека",500000.0,комфорт,высокий,большая
126,126,2-комнатная квартира · 55 м² · 2/9 этаж,35000000,"Алмалинский р-н, мкр Тастак-2, Брусиловского 28 — Дүйсенова",2,55.0,2,Алмалинский р-н,"мкр Тастак-2, Брусиловского 28 — Дүйсенова",636363.6363636364,комфорт,низкий,средняя
127,127,3-комнатная квартира · 76.2 м² · 6/6 этаж,35000000,"Жетысуский р-н, мкр Кокжиек 9",3,76.2,6,Жетысуский р-н,мкр Кокжиек 9,459317.58530183724,комфорт,средний,средняя
128,128,3-комнатная квартира · 124.61 м²,247475460,"Бостандыкский р-н, мкр Мирас, Саина 1а/1",3,124.61,0,Бостандыкский р-н,"мкр Мирас, Саина 1а/1",1986000.0,элит,низкий,большая
129,129,3-комнатная квартира · 140.9 м²,105675000,"Ауэзовский р-н, Аскарова — Саина",3,140.9,0,Ауэзовский р-н,Аскарова — Саина,750000.0,элит,низкий,большая
130,130,3-комнатная квартира · 80.03 м²,45617100,"Алмалинский р-н, Ауэзова 2А",3,80.03,0,Алмалинский р-н,Ауэзова 2А,570000.0,комфорт,низкий,большая
131,131,1-комнатная квартира · 50 м²,17500000,Аксай 70,1,50.0,0,,,350000.0,эконом,низкий,средняя
132,132,2-комнатная квартира · 65 м² · 11/13 этаж,38000000,"Алмалинский р-н, Муратбаева 14 — Макатаева",2,65.0,11,Алмалинский р-н,Муратбаева 14 — Макатаева,584615.3846153846,комфорт,высокий,средняя
133,133,2-комнатная квартира · 70.8 м² · 9/18 этаж,63000000,"Бостандыкский р-н, Навои 208 — Торайгырова",2,70.8,9,Бостандыкский р-н,Навои 208 — Торайгырова,889830.5084745763,элит,высокий,средняя
134,134,2-комнатная квартира · 70 м² · 2/10 этаж,40000000,"Наурызбайский р-н, мкр Шугыла, Алтын орда",2,70.0,2,Наурызбайский р-н,"мкр Шугыла, Алтын орда",571428.5714285715,комфорт,низкий,средняя
135,135,2-комнатная квартира · 63.5 м² · 9/13 этаж,40000000,"Жетысуский р-н, Есенова 160/3 — Баянаульская",2,63.5,9,Жетысуский р-н,Есенова 160/3 — Баянаульская,629921.2598425196,комфорт,высокий,средняя
136,136,2-комнатная квартира · 50 м² · 3/10 этаж,35000000,"Турксибский р-н, Сейфуллина 51 — Кассина",2,50.0,3,Турксибский р-н,Сейфуллина 51 — Кассина,700000.0,элит,низкий,средняя
137,137,3-комнатная квартира · 57.9 м² · 3/4 этаж,39500000,"Ауэзовский р-н, мкр №1 33 — Саина - Улугбека",3,57.9,3,Ауэзовский р-н,мкр №1 33 — Саина - Улугбека,682210.7081174438,комфорт,низкий,средняя
138,138,3-комнатная квартира · 120 м² · 10/20 этаж,70000000,"Алмалинский р-н, Брусиловского 163 — Брусиловского-Кулымбетова",3,120.0,10,Алмалинский р-н,Брусиловского 163 — Брусиловского-Кулымбетова,583333.3333333334,комфорт,высокий,большая
139,139,2-комнатная квартира · 42.7 м² · 2/2 этаж,23500000,"Турксибский р-н, Шолохова — Сауранбаева",2,42.7,2,Турксибский р-н,Шолохова — Сауранбаева,550351.2880562061,комфорт,низкий,малая
140,140,2-комнатная квартира · 93.11 м²,79329720,"Бостандыкский р-н, Лебедева 1/1",2,93.11,0,Бостандыкский р-н,Лебедева 1/1,852000.0,элит,низкий,большая
141,141,3-комнатная квартира · 88 м² · 6/9 этаж,51000000,"Алатауский р-н, мкр Нуркент, Мкр Нуркент (Алгабас-1) 63 — Рыскулова",3,88.0,6,Алатауский р-н,"мкр Нуркент, Мкр Нуркент (Алгабас-1) 63 — Рыскулова",579545.4545454546,комфорт,средний,большая
142,142,3-комнатная квартира · 90.2 м² · 9/10 этаж,66000000,"Ауэзовский р-н, мкр №6 36б — Саина-Шаляпина",3,90.2,9,Ауэзовский р-н,мкр №6 36б — Саина-Шаляпина,731707.3170731707,элит,высокий,большая
143,143,2-комнатная квартира · 70 м² · 3/9 этаж,39000000,"Алатауский р-н, Суатколь — Рыскулова/ Момышулы",2,70.0,3,Алатауский р-н,Суатколь — Рыскулова/ Момышулы,557142.8571428572,комфорт,низкий,средняя
144,144,4-комнатная квартира · 95 м² · 5/5 этаж,62500000,"Турксибский р-н, Толстого — ул Сейфуллина уг. Шолохова",4,95.0,5,Турксибский р-н,Толстого — ул Сейфуллина уг. Шолохова,657894.7368421053,комфорт,средний,большая
145,145,2-комнатная квартира · 86 м² · 7/16 этаж,61000000,"Ауэзовский р-н, Навои 37 — Жандосова",2,86.0,7,Ауэзовский р-н,Навои 37 — Жандосова,709302.3255813953,элит,средний,большая
146,146,2-комнатная квартира · 64 м² · 5/5 этаж,42900000,"Медеуский р-н, мкр Думан-2 29",2,64.0,5,Медеуский р-н,мкр Думан-2 29,670312.5,комфорт,средний,средняя
147,147,4-комнатная квартира · 128.9 м²,148235000,"Медеуский р-н, Сагадат Нурмагамбетов 71",4,128.9,0,Медеуский р-н,Сагадат Нурмагамбетов 71,1150000.0,элит,низкий,большая
148,148,2-комнатная квартира · 58 м² · 2/6 этаж,31000000,"Алатауский р-н, мкр Самгау 46/13 — Рыскулова Петрова",2,58.0,2,Алатауский р-н,мкр Самгау 46/13 — Рыскулова Петрова,534482.7586206896,комфорт,низкий,средняя
149,149,2-комнатная квартира · 51 м² · 2/8 этаж,27000000,"Алатауский р-н, Шоссе Северное кольцо",2,51.0,2,Алатауский р-н,Шоссе Северное кольцо,529411.7647058824,комфорт,низкий,средняя
150,150,2-комнатная квартира · 61 м² · 5/12 этаж,62000000,"Медеуский р-н, Достык 69 — Шевченко",2,61.0,5,Медеуский р-н,Достык 69 — Шевченко,1016393.4426229508,элит,средний,средняя
151,151,2-комнатная квартира · 52 м² · 11/12 этаж,36800000,"Алатауский р-н, мкр Гажайып, Бауыржана Момышулы блок 1 — Монке би",2,52.0,11,Алатауский р-н,"мкр Гажайып, Бауыржана Момышулы блок 1 — Монке би",707692.3076923077,элит,высокий,средняя
152,152,4-комнатная квартира · 84 м² · 2/5 этаж,46000000,"Ауэзовский р-н, мкр Аксай-3А, Мкр Аксай 3А — Ул Толе би - Ул Яссауи",4,84.0,2,Ауэзовский р-н,"мкр Аксай-3А, Мкр Аксай 3А — Ул Толе би - Ул Яссауи",547619.0476190476,комфорт,низкий,большая
153,153,2-комнатная квартира · 72.5 м² · 4/12 этаж,60175000,"Ауэзовский р-н, Аскарова 1 — Саина/Аскарова",2,72.5,4,Ауэзовский р-н,Аскарова 1 — Саина/Аскарова,830000.0,элит,средний,средняя
